# Title: PerfSnippet record
# Generated by: PerfSnippet
# Datetime: 20230314_174332
# Description: Some performance data of Android device
#
# ENABLE_DEBUG true ENABLE_MEMINFO true ENABLE_CPUINFO true CONFIG_PS_INTERVAL 2 CONFIG_PS_DURATION 6400
#
# Index MemFree(MB) MemAvai(MB) Usage(%) USR(%) SYS(%) Other(%) Idle(%)
166  45.27 27.57 14.86 2.81 54.73
167  41.41 24.52 13.47 3.40 58.59
168  57.70 28.96 20.98 7.73 42.30
169  37.83 21.45 13.32 3.03 62.17
170  47.15 23.79 20.79 2.55 52.85
171  27.50 15.10 10.01 2.36 72.50
172  32.94 18.42 11.15 3.35 67.06
173  34.96 18.11 13.39 3.44 65.04
174  27.34 12.69 11.39 3.24 72.66
175  34.23 17.35 13.66 3.19 65.77
176  37.89 20.39 13.72 3.75 62.11
177  58.50 33.88 18.72 5.88 41.50
178  47.98 25.62 18.29 4.05 52.02
179  36.77 21.34 12.86 2.55 63.23
180  29.23 16.44 10.64 2.12 70.77
181  31.89 18.34 11.22 2.31 68.11
182  33.78 18.59 13.15 2.02 66.22
183  34.34 18.79 13.53 2.01 65.66
184  32.33 18.04 12.01 2.26 67.67
185  34.99 17.57 15.33 2.07 65.01
186  31.62 17.78 10.72 3.10 68.38
187  29.43 18.56 8.79 2.05 70.57
188  29.53 16.83 11.11 1.56 70.47
189  28.72 11.66 14.28 2.76 71.28
190  29.15 9.36 16.35 3.42 70.85
191  29.79 11.31 15.86 2.60 70.21
192  24.30 9.59 13.02 1.67 75.70
193  24.39 9.97 12.64 1.75 75.61
194  32.05 15.58 14.31 2.14 67.95
195  47.53 28.43 16.22 2.85 52.47
196  34.85 20.79 11.22 2.81 65.15
197  31.02 17.47 11.61 1.92 68.98
198  31.72 18.93 10.64 2.12 68.28
199  33.14 19.15 11.79 2.19 66.86
200  42.52 25.94 13.27 3.29 57.48
201  43.89 24.73 16.16 2.98 56.11
202  33.61 18.84 12.98 1.78 66.39
203  31.13 16.90 12.01 2.20 68.87
204  35.28 20.55 12.66 2.05 64.72
205  35.38 21.00 12.22 2.13 64.62
206  62.49 40.43 17.39 4.66 37.51
207  61.30 35.57 21.97 3.74 38.70
208  60.87 38.99 18.18 3.69 39.13
209  53.07 31.79 18.02 3.24 46.93
210  49.87 30.89 16.09 2.86 50.13
211  49.18 28.55 16.73 3.87 50.82
212  62.84 41.96 17.94 2.92 37.16
213  48.74 31.14 14.69 2.90 51.26
214  49.51 31.08 15.59 2.82 50.49
215  49.19 32.10 14.27 2.79 50.81
216  48.60 30.88 15.11 2.59 51.40
217  57.88 36.19 18.35 3.32 42.12
218  45.90 28.62 14.26 3.00 54.10
219  48.25 30.57 14.73 2.93 51.75
220  54.12 34.04 17.37 2.69 45.88
221  46.88 28.10 16.17 2.58 53.12
222  52.22 28.18 20.19 3.83 47.78
223  48.44 19.74 23.04 5.64 51.56
224  68.78 38.70 22.94 7.11 31.22
225  42.86 24.76 15.00 3.08 57.14
226  30.13 14.98 12.41 2.72 69.87
227  35.54 17.02 15.86 2.65 64.46
228  19.50 8.30 9.62 1.56 80.50
229  20.79 13.23 5.91 1.63 79.21
230  44.11 23.49 16.54 4.05 55.89
231  25.60 14.24 9.27 2.07 74.40
232  31.45 17.48 11.54 2.42 68.55
233  41.77 22.04 16.53 3.19 58.23
234  35.18 15.21 17.26 2.68 64.82
235  24.57 14.05 8.82 1.68 75.43
236  17.29 5.76 10.38 1.13 82.71
237  22.67 12.82 8.09 1.74 77.33
238  33.55 16.28 13.61 3.65 66.45
239  29.02 15.51 11.43 2.06 70.98
240  17.91 9.63 6.92 1.35 82.09
241  21.14 11.53 7.73 1.86 78.86
242  29.29 15.48 11.80 2.00 70.71
243  25.54 13.13 10.99 1.40 74.46
244  25.42 15.77 7.96 1.67 74.58
245  16.23 9.65 5.40 1.16 83.77
246  26.44 14.92 10.42 1.08 73.56
247  19.94 9.14 9.14 1.64 80.06
248  15.58 5.34 8.95 1.27 84.42
249  25.04 13.32 9.62 2.08 74.96
250  24.80 13.86 9.64 1.28 75.20
251  21.89 12.03 8.36 1.49 78.11
252  35.13 17.70 14.58 2.83 64.87
253  27.43 14.95 10.84 1.63 72.57
254  19.73 8.09 10.44 1.17 80.27
255  26.58 15.64 9.05 1.87 73.42
256  23.00 12.10 9.16 1.73 77.00
257  20.13 3.32 12.41 4.38 79.87
258  16.48 4.76 9.60 2.09 83.52
259  10.94 3.24 6.54 1.14 89.06
260  27.64 12.83 12.75 2.05 72.36
261  24.66 14.56 8.18 1.90 75.34
262  31.72 15.78 12.38 3.54 68.28
263  28.61 15.70 11.02 1.86 71.39
264  18.70 8.95 8.25 1.49 81.30
265  18.50 8.08 8.93 1.47 81.50
266  25.11 14.43 8.85 1.81 74.89
267  18.41 10.29 6.91 1.19 81.59
268  31.59 16.83 12.81 1.93 68.41
269  16.99 9.43 6.08 1.46 83.01
270  30.83 15.24 13.77 1.80 69.17
271  24.43 13.26 9.63 1.52 75.57
272  28.77 15.22 11.62 1.91 71.23
273  25.63 13.93 10.03 1.65 74.37
274  20.44 9.35 10.03 1.05 79.56
275  30.37 15.36 12.97 2.02 69.63
276  23.63 13.45 8.37 1.79 76.37
277  30.56 15.13 13.45 1.96 69.44
278  27.56 14.65 10.91 1.98 72.44
279  24.47 14.06 8.91 1.48 75.53
280  20.79 11.10 7.84 1.83 79.21
281  25.44 14.22 8.93 2.27 74.56
282  23.46 13.36 8.76 1.32 76.54
283  18.30 9.56 7.53 1.20 81.70
284  19.17 11.58 6.10 1.47 80.83
285  36.55 17.63 16.84 2.06 63.45
286  37.23 18.31 16.35 2.56 62.77
287  22.54 12.79 8.46 1.27 77.46
288  22.07 13.50 7.29 1.25 77.93
289  20.97 8.33 10.60 2.02 79.03
290  22.90 5.52 13.66 3.70 77.10
291  20.87 3.91 13.62 3.33 79.13
292  16.35 4.88 9.46 1.99 83.65
293  11.48 3.46 6.70 1.30 88.52
294  28.79 13.57 12.52 2.68 71.21
295  11.16 3.44 6.55 1.14 88.84
296  23.56 12.25 10.02 1.26 76.44
297  27.74 14.11 10.93 2.68 72.26
298  23.29 11.77 9.80 1.70 76.71
299  23.94 13.39 8.86 1.67 76.06
300  18.85 10.70 6.80 1.35 81.15
301  17.69 10.10 6.43 1.14 82.31
302  16.35 9.02 6.20 1.11 83.65
303  26.92 14.70 10.06 2.13 73.08
304  28.31 15.70 9.92 2.67 71.69
305  32.74 15.12 14.80 2.80 67.26
306  19.03 10.90 7.05 1.06 80.97
307  18.46 9.71 7.62 1.12 81.54
308  22.42 11.61 9.72 1.08 77.58
309  21.57 10.34 9.56 1.65 78.43
310  16.79 6.94 8.32 1.51 83.21
311  24.70 13.60 9.09 2.00 75.30
312  21.64 12.06 7.66 1.90 78.36
313  18.09 10.13 6.33 1.60 81.91
314  31.50 17.23 12.30 1.95 68.50
315  36.56 18.72 15.35 2.47 63.44
316  27.78 15.35 10.66 1.76 72.22
317  29.62 15.71 11.69 2.20 70.38
318  28.33 15.18 10.99 2.13 71.67
319  32.57 13.70 15.52 3.34 67.43
320  34.22 17.32 14.76 2.11 65.78
321  34.38 17.41 14.89 2.06 65.62
322  24.24 12.18 10.37 1.67 75.76
323  20.32 4.18 12.80 3.32 79.68
324  17.92 2.73 12.23 2.94 82.08
325  11.09 3.80 5.79 1.48 88.91
326  18.38 6.50 10.29 1.57 81.62
327  38.52 20.85 15.62 2.03 61.48
328  23.78 13.07 9.38 1.31 76.22
329  31.76 16.11 13.55 2.09 68.24
330  33.49 16.58 14.35 2.54 66.51
331  24.68 13.83 9.12 1.71 75.32
332  18.75 11.25 6.58 0.91 81.25
333  24.19 14.06 8.78 1.33 75.81
334  32.05 16.68 13.47 1.88 67.95
335  13.51 3.86 8.07 1.56 86.49
336  23.37 10.45 11.61 1.29 76.63
337  25.77 12.10 11.68 1.97 74.23
338  20.35 10.20 8.63 1.49 79.65
339  19.95 9.65 8.65 1.63 80.05
340  25.73 12.86 11.02 1.83 74.27
341  26.44 13.71 11.13 1.57 73.56
342  25.02 11.86 9.80 3.34 74.98
343  26.12 14.48 9.14 2.48 73.88
344  32.34 16.28 13.82 2.22 67.66
345  14.49 7.93 5.25 1.28 85.51
346  24.56 12.50 10.13 1.92 75.44
347  27.54 15.08 10.61 1.82 72.46
348  21.02 10.74 8.60 1.65 78.98
349  19.39 10.96 6.91 1.50 80.61
350  30.59 15.55 12.24 2.78 69.41
351  29.66 16.38 11.64 1.63 70.34
352  18.64 7.91 9.38 1.32 81.36
353  20.57 9.35 9.67 1.53 79.43
354  19.66 11.11 6.99 1.55 80.34
355  21.33 10.90 9.13 1.28 78.67
356  22.22 5.19 13.35 3.66 77.78
357  21.88 6.46 13.37 2.03 78.12
358  9.68 3.23 5.41 1.01 90.32
359  29.28 14.87 12.21 2.19 70.72
360  29.99 14.99 13.05 1.93 70.01
361  23.18 11.71 10.21 1.25 76.82
362  19.24 9.61 8.25 1.36 80.76
363  28.78 14.51 12.52 1.74 71.22
364  28.72 13.85 12.50 2.36 71.28
365  28.57 14.92 11.36 2.27 71.43
366  12.97 5.15 6.44 1.36 87.03
367  50.18 29.66 14.15 6.35 49.82
368  23.08 11.70 9.32 2.03 76.92
369  25.27 13.84 9.26 2.15 74.73
370  18.82 9.33 7.81 1.66 81.18
371  28.17 15.90 10.16 2.09 71.83
372  23.77 14.02 8.32 1.41 76.23
373  30.01 15.00 13.02 1.97 69.99
374  26.60 13.53 10.99 2.05 73.40
375  24.60 13.38 9.70 1.50 75.40
376  19.08 9.49 8.18 1.38 80.92
377  21.89 12.05 8.10 1.72 78.11
378  21.14 10.14 9.21 1.77 78.86
379  18.90 9.73 7.84 1.30 81.10
380  31.68 15.26 14.36 2.04 68.32
381  26.15 12.97 11.06 2.10 73.85
382  32.23 17.01 13.25 1.95 67.77
383  21.56 11.81 7.97 1.77 78.44
384  30.18 15.72 12.45 1.98 69.82
385  26.69 13.68 11.46 1.52 73.31
386  26.61 15.01 10.24 1.35 73.39
387  20.09 7.13 10.20 2.73 79.91
388  22.94 3.71 14.86 4.34 77.06
389  11.71 3.88 6.22 1.59 88.29
390  16.72 5.82 9.83 1.05 83.28
391  26.60 14.36 10.33 1.89 73.40
392  35.59 17.79 14.25 3.54 64.41
393  34.13 16.99 13.10 4.02 65.87
394  59.31 32.62 21.23 5.44 40.69
395  18.88 10.25 7.06 1.55 81.12
396  18.42 10.50 6.66 1.24 81.58
397  34.68 17.48 14.53 2.64 65.32
398  27.40 15.00 10.24 2.14 72.60
399  33.36 17.47 13.91 1.96 66.64
400  30.77 15.90 12.90 1.94 69.23
401  31.21 15.67 13.04 2.48 68.79
402  21.74 12.97 7.83 0.92 78.26
403  19.67 9.46 8.68 1.52 80.33
404  19.98 9.19 9.12 1.65 80.02
405  14.58 5.91 7.25 1.40 85.42
406  24.55 11.77 11.00 1.76 75.45
407  19.46 10.12 7.99 1.33 80.54
408  29.37 14.40 13.43 1.52 70.63
409  26.28 14.44 10.18 1.65 73.72
410  32.13 15.63 14.86 1.61 67.87
411  28.57 14.31 12.07 2.16 71.43
412  27.28 14.25 11.07 1.93 72.72
413  26.35 12.76 11.66 1.91 73.65
414  18.14 10.27 6.74 1.12 81.86
415  22.05 11.09 9.41 1.53 77.95
416  23.80 11.44 10.20 2.13 76.20
417  31.38 17.59 11.72 2.05 68.62
418  21.24 12.49 7.06 1.67 78.76
419  30.53 15.72 12.79 2.00 69.47
420  22.23 11.57 8.93 1.70 77.77
421  19.62 4.13 11.58 3.89 80.38
422  13.51 4.24 7.86 1.39 86.49
423  14.01 4.24 8.41 1.34 85.99
424  33.79 17.49 13.95 2.33 66.21
425  18.16 11.29 5.49 1.37 81.84
426  18.54 11.52 5.55 1.45 81.46
427  20.26 11.77 7.00 1.47 79.74
428  21.81 11.19 9.25 1.34 78.19
429  29.57 14.97 12.56 2.02 70.43
430  32.83 17.13 13.51 2.17 67.17
431  21.40 11.25 8.11 2.02 78.60
432  23.32 10.61 11.24 1.45 76.68
433  25.54 14.58 9.32 1.62 74.46
434  16.83 7.84 7.84 1.14 83.17
435  16.53 7.40 7.84 1.27 83.47
436  19.78 11.14 7.25 1.37 80.22
437  23.56 9.95 11.74 1.85 76.44
438  31.00 17.35 11.81 1.82 69.00
439  13.27 5.22 6.51 1.52 86.73
440  33.36 16.92 13.48 2.94 66.64
441  22.01 10.82 9.33 1.85 77.99
442  29.86 16.69 11.29 1.87 70.14
443  32.81 15.91 13.90 2.98 67.19
444  19.62 9.91 8.18 1.50 80.38
445  17.50 9.95 6.42 1.12 82.50
446  17.01 9.23 6.51 1.26 82.99
447  21.53 10.46 9.56 1.49 78.47
448  22.00 12.11 8.38 1.49 78.00
449  26.81 14.51 10.45 1.82 73.19
450  18.59 9.84 7.27 1.46 81.41
451  21.62 11.34 8.80 1.45 78.38
452  15.57 5.72 8.28 1.54 84.43
453  22.71 10.39 10.81 1.49 77.29
454  20.71 6.00 10.97 3.72 79.29
455  23.28 4.36 12.65 6.25 76.72
456  25.13 7.82 14.20 3.09 74.87
457  11.77 3.70 7.10 0.94 88.23
458  29.84 14.28 13.61 1.93 70.16
459  26.98 14.75 10.49 1.72 73.02
460  28.71 14.43 12.07 2.19 71.29
461  23.36 11.50 10.11 1.73 76.64
462  29.81 15.60 11.76 2.43 70.19
463  26.90 14.45 10.66 1.77 73.10
464  25.44 14.27 8.97 2.18 74.56
465  26.00 14.24 9.92 1.84 74.00
466  25.31 14.40 9.57 1.32 74.69
467  19.60 11.65 6.43 1.50 80.40
468  26.69 13.15 11.98 1.53 73.31
469  20.43 10.57 7.34 2.49 79.57
470  16.82 5.89 9.60 1.31 83.18
471  22.13 12.16 8.44 1.52 77.87
472  21.72 10.54 9.61 1.55 78.28
473  26.22 11.90 11.90 2.39 73.78
474  33.24 17.80 11.19 4.23 66.76
475  73.75 44.15 22.98 6.61 26.25
476  17.76 8.60 7.38 1.76 82.24
477  22.82 13.08 8.00 1.72 77.18
478  30.33 15.71 12.81 1.79 69.67
479  28.36 13.99 12.82 1.53 71.64
480  29.85 16.26 10.79 2.78 70.15
481  35.08 17.84 14.88 2.35 64.92
482  23.90 12.06 9.93 1.89 76.10
483  30.26 15.27 12.00 2.97 69.74
484  25.78 15.70 8.72 1.34 74.22
485  22.70 11.49 9.63 1.56 77.30
486  64.85 37.07 19.86 7.90 35.15
487  42.77 23.87 14.75 4.13 57.23
488  35.64 12.27 18.51 4.84 64.36
489  29.73 13.49 13.12 3.09 70.27
490  28.71 14.31 12.07 2.31 71.29
491  31.46 17.15 11.80 2.49 68.54
492  29.68 15.35 12.14 2.17 70.32
493  51.26 25.72 17.29 8.23 48.74
494  52.08 26.83 17.08 8.16 47.92
495  53.54 32.92 15.87 4.74 46.46
496  53.32 31.78 16.87 4.65 46.68
497  40.68 21.02 14.85 4.79 59.32
498  28.21 16.27 10.13 1.79 71.79
499  30.23 17.88 10.16 2.17 69.77
500  29.71 18.74 9.37 1.58 70.29
501  32.02 18.98 10.03 2.99 67.98
502  50.51 29.18 17.97 3.34 49.49
503  41.12 21.81 16.64 2.65 58.88
504  52.49 28.28 19.01 5.18 47.51
505  51.52 23.22 17.96 10.32 48.48
506  48.61 26.55 16.99 5.06 51.39
507  44.66 22.39 16.15 6.10 55.34
508  51.36 27.09 18.24 6.01 48.64
509  31.95 17.52 10.72 3.68 68.05
510  27.53 15.12 9.52 2.87 72.47
511  26.35 13.29 10.90 2.14 73.65
512  84.91 55.36 21.57 7.97 15.09
513  95.84 59.30 25.63 10.89 4.16
514  77.24 48.72 21.58 6.92 22.76
515  73.29 44.09 21.95 7.23 26.71
516  76.39 46.32 18.30 11.76 23.61
517  93.28 66.95 20.53 5.79 6.72
518  98.15 61.86 25.65 10.62 1.85
519  85.87 56.35 23.16 6.35 14.13
520  83.31 44.58 27.89 10.82 16.69
521  72.68 42.49 22.77 7.40 27.32
522  72.47 40.02 24.77 7.66 27.53
523  70.64 32.27 26.45 11.90 29.36
524  68.50 33.13 23.17 12.19 31.50
525  59.68 23.91 17.91 17.84 40.32
526  57.78 30.23 19.44 8.10 42.22
527  60.38 38.47 15.68 6.22 39.62
528  68.77 45.21 18.12 5.41 31.23
529  49.66 31.53 14.39 3.73 50.34
530  39.64 22.48 14.08 3.06 60.36
531  34.32 17.66 13.86 2.78 65.68
532  41.40 21.79 16.32 3.27 58.60
533  45.22 26.01 14.78 4.40 54.78
534  61.70 32.72 19.85 9.11 38.30
535  53.03 28.17 20.13 4.71 46.97
536  36.52 21.88 12.09 2.53 63.48
537  48.62 26.53 18.95 3.12 51.38
538  54.27 28.62 19.44 6.19 45.73
539  46.34 21.41 15.52 9.39 53.66
540  50.03 25.85 15.53 8.63 49.97
541  45.91 21.12 13.71 11.06 54.09
542  46.16 22.01 17.21 6.93 53.84
543  58.61 28.22 22.12 8.25 41.39
544  49.38 24.25 18.94 6.17 50.62
545  54.38 26.81 21.34 6.22 45.62
546  48.93 20.28 20.48 8.15 51.07
547  50.73 28.85 18.06 3.80 49.27
548  49.97 33.94 12.10 3.90 50.03
549  55.21 37.50 13.06 4.64 44.79
550  49.89 31.49 15.90 2.48 50.11
551  55.85 33.98 16.73 5.12 44.15
552  49.02 32.37 12.17 4.46 50.98
553  30.34 16.74 11.24 2.34 69.66
554  39.92 21.73 15.66 2.51 60.08
555  37.18 19.35 14.35 3.47 62.82
556  35.80 11.48 20.14 4.16 64.20
557  26.94 8.11 14.82 3.98 73.06
558  19.63 8.37 9.64 1.61 80.37
559  34.53 13.69 17.98 2.84 65.47
560  34.02 17.92 13.39 2.68 65.98
561  44.01 20.48 16.84 6.67 55.99
562  35.61 17.22 15.00 3.36 64.39
563  35.07 19.26 12.93 2.85 64.93
564  32.95 19.11 9.88 3.95 67.05
565  36.80 19.75 13.70 3.32 63.20
566  24.70 15.45 7.25 1.97 75.30
567  39.69 21.15 15.99 2.54 60.31
568  41.56 23.08 13.89 4.56 58.44
569  40.86 23.98 14.76 2.10 59.14
570  37.59 22.11 13.18 2.28 62.41
571  32.42 17.72 12.75 1.93 67.58
572  33.75 17.83 12.83 3.07 66.25
573  30.74 16.51 11.05 3.17 69.26
574  34.72 20.60 11.41 2.69 65.28
575  40.58 22.77 13.95 3.84 59.42
576  41.95 21.70 11.77 8.46 58.05
577  21.92 13.08 7.54 1.28 78.08
578  39.53 20.88 13.17 5.46 60.47
579  44.27 20.74 15.74 7.77 55.73
580  51.76 27.33 18.93 5.48 48.24
581  33.95 20.66 10.55 2.73 66.05
582  20.59 12.90 6.23 1.43 79.41
583  39.14 22.00 14.13 2.99 60.86
584  27.57 15.75 10.10 1.70 72.43
585  29.09 16.35 9.81 2.91 70.91
586  29.34 17.64 9.80 1.88 70.66
587  36.51 20.82 11.39 4.28 63.49
588  67.81 38.96 21.18 7.65 32.19
589  38.06 13.43 16.50 8.11 61.94
590  31.12 6.24 16.10 8.77 68.88
591  30.03 7.21 15.30 7.50 69.97
592  21.57 5.25 10.85 5.45 78.43
593  29.45 8.30 14.89 6.23 70.55
594  29.67 11.94 12.59 5.12 70.33
595  45.99 25.59 16.34 4.04 54.01
596  40.57 23.33 14.04 3.19 59.43
597  18.96 8.54 8.93 1.47 81.04
598  55.56 31.74 16.64 7.16 44.44
599  55.67 30.81 19.83 5.01 44.33
600  33.75 17.38 14.01 2.34 66.25
601  44.90 25.22 16.68 2.98 55.10
602  33.62 19.56 11.50 2.54 66.38
603  29.95 17.64 10.32 1.97 70.05
604  34.79 19.50 13.17 2.11 65.21
605  41.61 23.96 12.53 5.09 58.39
606  76.75 41.47 23.13 12.13 23.25
607  45.66 20.00 16.43 9.20 54.34
608  31.89 17.77 11.50 2.61 68.11
609  27.05 15.72 8.96 2.34 72.95
610  36.57 20.54 13.79 2.22 63.43
611  39.91 22.73 14.72 2.43 60.09
